design,n,p,SNR,replicate,Rhat,success,H_minus_T,N_minus_T,mean_acceptance
correlated,1000,5000,2.0,2,1.7207232215439694,False,0.0,-203.14752272705118,0.0035499999999999998
correlated,1000,5000,2.0,3,1.0,True,0.0,-183.31794368802184,0.004745
correlated,1000,5000,2.0,4,1.0,True,0.0,-171.7748343651474,0.004376666666666667
correlated,1000,5000,2.0,5,1.0,True,0.0,-192.34155263825232,0.005676666666666667
correlated,1000,5000,2.0,6,1.0,True,0.0,-209.04708663132442,0.0054466666666666665
correlated,1000,5000,2.0,7,1.0,True,0.0,-218.75045064354345,0.006205
correlated,1000,5000,2.0,8,1.0114020883973778,True,0.0,-219.40098589277477,0.004005
correlated,1000,5000,2.0,9,1.0,True,0.0,-192.46111416416534,0.004576666666666667
correlated,1000,5000,2.0,10,1.0308730552839762,True,0.0,-189.80633343283625,0.0034750000000000002
correlated,1000,5000,2.0,11,1.0,True,0.0,-203.75733458654759,0.0056749999999999995
correlated,1000,5000,2.0,12,1.030873055283977,True,0.0,-190.94657762754832,0.00416
correlated,1000,5000,2.0,13,1.0,True,0.0,-197.3192849496354,0.004078333333333333
correlated,1000,5000,2.0,14,1.0,True,0.0,-213.94080266811397,0.004065
correlated,1000,5000,2.0,15,1.3630504935016536,True,0.0,-164.98966382992148,0.00441
correlated,1000,5000,2.0,16,1.0,True,0.0,-224.61239603379,0.005208333333333333
correlated,1000,5000,2.0,17,1.0,True,0.0,-200.24654152357107,0.005003333333333334
correlated,1000,5000,2.0,18,1.0,True,0.0,-202.15952749397366,0.003068333333333334
correlated,1000,5000,2.0,19,1.0,True,0.0,-148.57835448862897,0.003763333333333334
correlated,1000,5000,2.0,20,1.0,True,0.0,-195.39953476871415,0.0031516666666666668
correlated,1000,5000,3.0,1,1.0,True,0.0,-415.7424582937638,0.0063
correlated,1000,5000,3.0,2,1.0,True,0.0,-465.6255515948269,0.004908333333333333
correlated,1000,5000,3.0,3,1.0,True,0.0,-414.3805433929592,0.0025666666666666663
correlated,1000,5000,3.0,4,1.0,True,0.0,-468.4971419283738,0.004156666666666667
correlated,1000,5000,3.0,5,1.0,True,0.0,-444.70313460878424,0.0033766666666666667
correlated,1000,5000,3.0,6,1.0,True,0.0,-488.40475941841396,0.004033333333333333
correlated,1000,5000,3.0,7,1.0112365933827248,True,0.0,-479.88619596669196,0.005149999999999999
correlated,1000,5000,3.0,8,1.0377087093312278,True,0.0,-490.2453652380773,0.0032816666666666667
correlated,1000,5000,3.0,9,1.0199955753924161,True,0.0,-466.31269975778923,0.005273333333333334
correlated,1000,5000,3.0,10,1.039629701431102,True,0.0,-460.8847003061419,0.004926666666666667
correlated,1000,5000,3.0,11,1.0,True,0.0,-473.73392672580667,0.003575
correlated,1000,5000,3.0,12,1.0,True,0.0,-433.95597014267514,0.003911666666666667
correlated,1000,5000,3.0,13,1.0,True,0.0,-465.1275873834147,0.006416666666666667
correlated,1000,5000,3.0,14,1.0,True,0.0,-477.5996981312528,0.005073333333333333
correlated,1000,5000,3.0,15,1.0,True,0.0,-447.92387097484425,0.006043333333333334
correlated,1000,5000,3.0,16,1.0,True,0.0,-488.1358787692061,0.0033400000000000005
correlated,1000,5000,3.0,17,1.0,True,0.0,-459.0941252434732,0.00568
correlated,1000,5000,3.0,18,1.0,True,0.0,-475.7974773142396,0.0033483333333333334
correlated,1000,5000,3.0,19,1.0,True,0.0,-491.3473743215145,0.006608333333333333
correlated,1000,5000,3.0,20,1.0,True,0.0,-473.60032188408695,0.004803333333333333
